#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
124,Brenton Doyle,COL,R,OF,OF,137,516,475,55.9,16.2,57.7,18.5,114.7,78.5,17.7,2.3,185.5,137.8,33.4,3.2,3.5,1.3,4.7,0.242,0.293,0.391,0.684,0.304,686668
125,Addison Barger,TOR,L,3B/OF,3B/OF,130,514,459,62.2,17.8,64.0,4.0,111.0,62.0,30.3,0.9,196.5,123.6,44.1,4.1,3.6,1.6,1.3,0.241,0.310,0.427,0.737,0.290,680718
126,Jonathan India,KC,R,2B/3B/ OF,2B/3B/ OF,128,506,439,60.4,11.1,48.7,5.7,107.7,72.2,23.5,0.9,166.1,95.9,52.3,9.9,3.3,1.7,1.7,0.246,0.336,0.379,0.715,0.288,663697
127,Josh Jung,TEX,R,3B,3B,133,506,470,55.6,17.2,62.5,4.3,116.5,75.5,22.4,1.4,193.3,128.0,28.0,4.0,3.6,1.4,1.4,0.248,0.293,0.411,0.705,0.303,673962
128,Andrew Vaughn,MIL,R,1B,1B,130,505,459,55.1,17.0,60.2,0.8,112.0,71.9,22.1,1.0,187.2,102.1,37.1,5.0,3.8,0.8,0.3,0.244,0.305,0.408,0.713,0.276,683734
129,Chase Meidroth,CHW,R,2B/SS,2B/SS,128,504,432,62.0,8.2,42.0,12.4,109.8,79.4,21.4,0.8,157.6,74.8,57.7,7.0,3.1,2.6,3.2,0.254,0.346,0.364,0.710,0.288,805367
130,Luis Robert Jr.,NYM,R,OF,OF,136,503,457,55.6,17.7,58.7,26.3,104.0,67.1,18.5,0.7,176.9,143.5,37.1,4.9,3.8,1.8,7.7,0.227,0.290,0.387,0.678,0.288,673357
131,Bryson Stott,PHI,L,2B,2B/SS,137,502,448,56.7,11.2,51.5,20.3,113.2,80.4,19.1,2.5,170.7,81.7,45.1,3.5,3.6,1.7,4.8,0.253,0.322,0.381,0.703,0.284,681082
132,Ben Rice,NYY,L,C/1B,C/1B,126,500,439,68.7,23.8,68.6,4.1,105.4,57.3,22.3,2.1,203.2,108.5,51.1,6.5,3.4,0.9,1.4,0.240,0.325,0.463,0.789,0.264,700250
133,Nolan Schanuel,LAA,L,1B,1B,127,499,428,61.7,13.2,51.8,5.2,112.7,78.5,20.0,0.9,174.3,69.0,58.2,7.1,3.4,1.8,1.5,0.264,0.356,0.408,0.764,0.285,694384
134,Hunter Goodman,COL,R,C,C,125,498,460,62.5,24.4,72.9,2.7,115.3,67.9,19.9,3.0,214.4,127.4,29.7,4.4,3.6,0.6,0.9,0.250,0.300,0.466,0.766,0.292,696100
135,Nolan Arenado,ARI,R,3B,3B,130,497,454,53.8,14.6,57.4,2.8,114.2,79.2,18.9,1.4,179.9,73.3,35.0,4.0,3.3,0.9,1.0,0.252,0.308,0.396,0.704,0.269,9777
136,Colt Keith,DET,L,2B/3B,1B/2B/ 3B,128,497,443,59.7,14.4,52.0,4.3,113.4,80.3,16.3,2.4,177.5,99.4,46.3,3.5,3.2,2.1,1.3,0.256,0.328,0.400,0.729,0.298,690993
137,Ryan O’Hearn,PIT,L,1B/OF,1B/OF,128,495,442,55.4,13.5,58.4,2.8,116.4,78.9,22.5,1.5,182.3,90.6,44.3,4.9,3.4,0.6,1.0,0.263,0.335,0.412,0.747,0.302,656811
138,Ceddanne Rafaela,BOS,R,2B/OF,2B/OF,144,495,460,58.2,14.3,57.4,17.5,116.3,76.2,22.9,2.9,187.9,102.9,23.0,6.1,3.6,1.8,5.5,0.253,0.294,0.409,0.702,0.295,678882
139,Brooks Lee,MIN,S,2B/SS/ 3B,2B/SS/ 3B,134,494,452,55.6,14.2,55.6,4.6,112.1,73.9,22.5,1.5,180.3,82.4,33.3,3.6,3.6,1.9,1.2,0.248,0.302,0.399,0.701,0.272,686797
140,Jac Caglianone,KC,L,OF,1B/OF,133,492,444,59.5,19.9,64.1,2.9,111.1,69.7,20.0,1.5,193.8,103.5,37.5,5.9,3.8,0.9,1.0,0.250,0.314,0.437,0.751,0.281,695506
141,Shea Langeliers,ATH,R,C,C,120,489,443,66.8,25.1,72.2,5.1,108.4,57.9,24.5,0.9,209.8,111.8,36.7,3.9,3.4,1.4,1.6,0.245,0.305,0.473,0.778,0.269,669127
142,Kerry Carpenter,DET,L,OF,OF,124,487,445,60.1,21.7,64.9,2.4,109.7,69.9,14.4,3.8,196.6,116.0,32.0,6.4,3.5,0.7,0.9,0.246,0.304,0.442,0.746,0.283,681481
143,Willi Castro,COL,S,2B/3B/ OF,2B/3B/ OF,127,486,432,54.5,10.9,48.2,13.0,107.2,74.9,18.0,3.3,164.7,109.6,38.7,10.5,3.4,1.5,4.1,0.248,0.322,0.381,0.703,0.306,650489
144,Ramon Laureano,SD,R,OF,OF,126,486,439,55.1,17.2,59.5,7.8,104.4,62.9,22.6,1.7,181.9,131.5,34.5,7.7,3.3,1.1,2.5,0.238,0.302,0.414,0.716,0.297,657656
145,TJ Friedl,CIN,L,OF,OF,119,486,422,63.4,12.6,45.5,9.5,103.7,69.3,20.1,1.8,165.0,82.6,49.6,9.8,3.0,2.5,2.4,0.246,0.336,0.391,0.727,0.276,670770
146,Jake Burger,TEX,R,1B,1B,129,485,447,58.0,22.3,67.0,2.0,108.0,64.6,20.0,1.1,197.0,120.4,27.7,6.8,3.7,0.9,0.7,0.242,0.294,0.441,0.734,0.279,669394
147,Will Smith,LAD,R,C,C,120,483,415,61.8,17.5,64.6,2.9,104.1,61.3,24.0,1.2,183.0,92.5,55.3,7.2,3.6,0.8,1.0,0.251,0.345,0.441,0.786,0.281,669257
148,Austin Hays,CHW,R,OF,OF,128,481,440,50.9,14.0,53.4,5.3,103.0,62.8,23.2,3.0,174.1,121.8,31.7,4.7,3.4,1.2,1.8,0.235,0.290,0.396,0.686,0.290,669720
149,Chase DeLauter,CLE,L,OF,OF,130,481,429,54.5,12.6,50.6,3.4,105.1,65.0,26.1,1.4,171.9,91.4,44.6,3.4,3.2,1.0,1.1,0.245,0.318,0.401,0.719,0.282,800050
150,Jonathan Aranda,TB,L,1B,1B,124,479,418,54.0,15.0,55.7,1.8,104.5,69.1,19.7,0.7,170.6,128.6,50.9,7.3,3.5,0.5,0.6,0.251,0.340,0.409,0.749,0.322,666018
151,Yainer Diaz,HOU,R,C,C,126,479,450,55.7,17.7,64.2,1.7,120.3,78.9,22.3,1.3,198.4,81.5,21.1,3.4,3.4,1.2,0.6,0.267,0.302,0.441,0.743,0.290,673237
152,Ernie Clement,TOR,R,2B/SS/ 3B,1B/2B/ SS/3B,135,479,447,53.6,8.9,51.7,7.8,120.2,83.5,25.5,2.2,176.8,48.1,21.8,4.1,3.5,1.9,2.3,0.268,0.305,0.395,0.700,0.282,676391
153,Jackson Holliday,BAL,L,2B,2B/SS,116,478,416,63.9,12.5,47.4,13.7,102.0,65.5,22.0,2.0,165.6,102.6,49.5,4.3,3.1,2.3,4.2,0.245,0.327,0.398,0.724,0.294,702616
154,Matt McLain,CIN,R,2B,2B,126,477,420,57.0,14.1,49.7,12.8,97.7,58.4,24.4,0.8,166.0,129.8,46.4,5.9,3.3,1.8,3.7,0.232,0.315,0.395,0.710,0.299,680574
155,Ryan Jeffers,MIN,R,C,C,120,475,418,55.7,15.1,54.9,2.4,100.2,61.5,22.9,0.6,169.7,99.9,44.6,9.1,3.6,1.0,0.8,0.240,0.324,0.406,0.730,0.277,680777
156,Kyle Manzardo,CLE,L,1B,1B,122,474,417,57.4,21.1,64.1,1.7,96.3,50.4,23.5,1.4,185.8,113.2,47.8,5.2,3.2,0.5,0.6,0.231,0.315,0.445,0.760,0.263,700932
157,Mickey Moniak,COL,L,OF,OF,122,473,440,57.6,18.6,59.7,9.1,111.3,69.9,18.0,4.9,194.8,118.1,23.3,4.3,3.3,1.7,3.2,0.253,0.294,0.443,0.737,0.303,666160
158,Josh Bell,MIN,S,1B,1B,121,470,414,55.3,16.7,58.2,1.8,102.4,65.2,19.5,1.1,174.1,89.4,49.0,4.3,3.4,0.5,0.7,0.247,0.332,0.420,0.752,0.275,13145
159,Jeff McNeil,ATH,L,2B/OF,2B/OF,125,467,416,56.9,10.2,50.3,3.4,108.0,74.1,20.8,3.0,165.2,59.9,37.6,8.1,3.6,1.0,0.9,0.259,0.330,0.397,0.726,0.280,643446
160,Josh Lowe,LAA,L,OF,OF,122,467,422,51.7,13.5,50.5,19.1,100.6,63.0,22.0,2.1,167.4,127.0,37.0,2.8,3.1,1.0,3.9,0.238,0.301,0.396,0.697,0.306,666139
161,Daulton Varsho,TOR,L,OF,OF,124,465,420,53.4,18.6,58.6,6.0,92.4,50.6,20.1,3.1,174.4,120.5,36.5,4.2,3.2,0.6,2.0,0.220,0.287,0.416,0.702,0.260,662139
162,Kazuma Okamoto,TOR,R,3B,3B,128,465,414,57.4,18.5,59.4,2.3,101.0,60.7,21.1,0.7,178.9,79.6,40.6,5.2,3.3,1.5,0.8,0.244,0.316,0.432,0.748,0.259,672960
163,Drake Baldwin,ATL,L,C,C,122,465,413,56.0,16.3,60.1,1.2,108.7,72.3,18.5,1.6,179.4,79.4,43.4,3.7,3.2,1.5,0.4,0.263,0.335,0.435,0.769,0.289,686948
164,Victor Scott II,STL,L,OF,OF,135,463,413,47.5,6.7,38.6,28.6,91.3,65.2,18.1,1.4,132.2,101.6,37.0,6.6,3.5,2.1,5.8,0.221,0.292,0.320,0.612,0.275,687363
165,Cedric Mullins,TB,L,OF,OF,120,462,413,49.0,12.6,45.6,18.6,91.7,58.3,19.1,1.7,152.0,109.5,41.4,3.7,3.5,1.2,4.8,0.222,0.296,0.368,0.664,0.269,656775
166,Kyle Teel,CHW,L,C,C,122,462,401,50.9,11.7,45.6,5.8,97.0,66.6,18.0,0.7,151.5,116.7,50.5,4.2,3.2,1.6,1.8,0.242,0.329,0.378,0.706,0.309,691019
167,J.T. Realmuto,PHI,R,C,C,125,461,420,49.8,12.7,51.5,5.7,101.5,65.6,21.4,1.8,164.7,110.9,30.0,6.5,3.5,1.6,1.6,0.242,0.299,0.392,0.691,0.296,11739
168,Mark Vientos,NYM,R,3B,3B,120,460,418,55.1,20.4,63.5,1.2,101.5,62.1,17.6,1.3,183.0,118.8,34.1,4.8,3.3,1.0,0.4,0.243,0.305,0.438,0.743,0.288,668901
169,Luis Garcia Jr.,WSH,L,2B,2B,122,460,427,50.5,13.7,56.7,12.7,114.5,74.6,25.0,1.2,183.2,71.2,25.5,2.3,3.5,0.8,4.6,0.268,0.309,0.429,0.738,0.291,671277
170,Gavin Lux,TB,L,OF,2B/3B/ OF,122,459,405,48.1,6.1,38.1,3.0,98.8,69.9,20.9,1.8,141.8,102.5,47.4,2.8,3.1,1.9,0.8,0.244,0.324,0.350,0.674,0.310,666158
171,Jorge Polanco,NYM,S,2B,2B/3B,120,458,407,54.7,17.6,59.3,4.7,99.2,61.2,20.1,0.4,172.9,93.4,44.5,3.9,3.1,0.6,1.7,0.244,0.322,0.425,0.747,0.273,13152
172,Konnor Griffin,PIT,R,SS,SS,116,455,413,50.3,10.3,45.5,19.3,105.4,75.0,18.5,1.6,158.1,107.7,30.7,7.3,3.3,1.6,5.5,0.255,0.315,0.383,0.698,0.319,804606
173,Royce Lewis,MIN,R,3B,3B,121,451,411,52.6,18.3,58.4,8.9,100.5,60.7,20.9,0.6,177.6,96.9,34.6,2.3,3.2,1.2,2.6,0.245,0.305,0.432,0.737,0.275,668904
174,Caleb Durbin,BOS,R,3B,2B/3B,130,451,400,53.1,8.9,47.1,18.4,105.3,73.1,21.6,1.7,157.0,49.8,33.1,12.3,3.1,1.2,5.4,0.263,0.335,0.393,0.727,0.280,702332
175,Wilyer Abreu,BOS,L,OF,OF,117,448,391,54.4,17.5,57.5,7.4,95.3,56.5,20.4,0.9,169.9,110.3,48.9,2.7,3.4,0.9,2.5,0.244,0.328,0.434,0.763,0.292,677800
176,Alejandro Kirk,TOR,R,C,C,114,447,393,53.1,13.3,55.6,1.0,105.5,72.4,19.3,0.6,165.9,55.7,45.6,3.5,3.4,0.8,0.3,0.269,0.346,0.422,0.768,0.282,672386
177,Joey Ortiz,MIL,R,SS,SS,134,447,403,50.0,8.6,43.9,11.4,98.9,67.8,20.4,2.2,149.5,75.2,34.5,4.2,3.3,1.9,3.0,0.245,0.308,0.371,0.679,0.280,687401
178,Marcelo Mayer,BOS,L,3B,2B/SS/ 3B,125,443,403,48.3,12.1,49.8,5.2,99.4,62.6,22.8,2.0,162.4,101.4,31.9,3.1,3.4,1.9,1.7,0.247,0.303,0.403,0.706,0.299,691785
179,Pavin Smith,ARI,L,1B,1B,117,440,379,47.9,11.3,46.0,3.4,87.8,59.0,16.2,1.3,140.5,112.8,55.0,2.2,3.4,0.8,1.2,0.232,0.330,0.371,0.701,0.297,656976
180,Jared Triolo,PIT,R,1B/SS/ 3B,1B/2B/ SS/3B,121,432,377,44.9,7.4,38.8,10.8,89.8,63.7,17.1,1.6,132.3,98.8,46.4,3.8,3.3,1.8,3.0,0.238,0.324,0.350,0.674,0.300,669707
181,Brayan Rocchio,CLE,S,2B/SS,2B/SS,130,432,385,48.8,8.9,42.9,11.2,91.2,57.1,23.5,1.6,144.5,80.1,36.4,6.1,3.2,1.9,3.5,0.237,0.309,0.375,0.685,0.275,677587
182,Chandler Simpson,TB,L,OF,OF,115,431,398,45.2,2.0,33.0,38.7,110.7,90.3,15.1,3.3,138.3,49.5,25.5,1.7,3.2,2.0,9.9,0.278,0.321,0.347,0.667,0.311,802415
183,Jake Meyers,HOU,R,OF,OF,124,430,385,48.6,9.2,44.3,12.4,95.8,66.7,18.0,1.9,145.2,89.7,34.4,5.3,3.2,1.7,3.3,0.249,0.315,0.377,0.692,0.299,676694
184,Connor Norby,MIA,R,3B,3B,118,430,389,45.1,11.9,44.7,7.3,92.1,60.4,18.7,1.1,148.7,116.1,32.1,3.8,3.3,1.7,2.4,0.237,0.298,0.382,0.680,0.303,681393
185,Matt Wallner,MIN,L,OF,OF,110,429,372,54.2,18.2,53.7,4.5,83.3,43.8,19.4,1.9,161.0,132.8,46.0,10.4,2.9,0.6,1.6,0.224,0.325,0.434,0.759,0.291,670242
186,J.J. Wetherholt,STL,L,SS,SS,122,428,373,48.4,9.3,42.5,8.4,92.9,62.5,19.9,1.1,143.1,76.2,44.0,6.1,2.8,0.9,2.5,0.248,0.334,0.384,0.718,0.288,802139
187,Jorge Soler,LAA,R,OF,OF,116,426,373,48.8,18.1,52.7,1.2,83.1,47.8,16.7,0.6,155.4,116.2,43.6,4.5,3.0,1.2,0.4,0.223,0.308,0.417,0.725,0.269,14221
188,Evan Carter,TEX,L,OF,OF,116,426,371,49.4,11.4,46.2,16.1,88.9,55.3,19.2,3.2,148.5,93.1,44.9,6.5,2.9,1.0,4.9,0.239,0.330,0.400,0.729,0.288,694497
189,Jordan Walker,STL,R,OF,OF,119,425,383,44.5,11.7,45.0,7.9,90.9,57.9,19.9,1.4,148.7,110.7,32.7,4.2,3.0,1.3,2.5,0.238,0.301,0.388,0.689,0.301,691023
190,Anthony Volpe,NYY,R,SS,SS,115,424,383,49.5,12.5,47.7,15.6,86.7,50.4,21.3,2.4,150.4,100.8,33.0,3.4,3.0,1.5,4.3,0.226,0.290,0.392,0.682,0.272,683011
191,Parker Meadows,DET,L,OF,OF,117,423,376,48.4,9.8,39.2,11.4,83.9,57.4,12.0,4.7,134.6,106.4,40.2,2.5,3.1,1.9,2.8,0.223,0.299,0.358,0.657,0.282,678009
192,Ke’Bryan Hayes,CIN,R,3B,3B,126,422,385,46.5,8.1,42.0,9.1,95.2,65.0,20.3,1.8,143.2,84.2,29.0,3.3,3.1,1.6,2.4,0.247,0.302,0.372,0.674,0.294,663647
193,Brady House,WSH,R,3B,3B,122,422,395,42.3,11.5,44.2,4.9,94.4,64.5,17.5,0.9,148.2,112.6,19.5,3.0,3.0,1.3,1.6,0.239,0.277,0.375,0.652,0.303,691781
194,Logan O’Hoppe,LAA,R,C,C,119,420,382,45.9,17.2,50.0,2.7,85.8,54.7,12.8,1.1,152.3,119.0,28.8,4.0,3.2,1.5,1.0,0.225,0.283,0.399,0.682,0.276,681351
195,Colton Cowser,BAL,L,OF,OF,118,419,367,50.3,15.4,48.9,10.1,82.2,47.3,18.8,0.8,148.7,131.3,40.4,5.4,2.8,1.0,2.9,0.224,0.306,0.405,0.711,0.299,681297
196,Joc Pederson,TEX,L,DH,DH,110,417,360,52.3,17.6,54.2,3.2,84.4,50.2,15.5,1.2,155.1,97.1,46.7,8.0,2.9,0.5,1.2,0.235,0.334,0.431,0.765,0.270,11899
197,Andrew Benintendi,CHW,L,OF,OF,111,417,375,47.1,12.0,44.7,2.6,92.7,62.3,17.2,1.3,148.2,73.8,35.9,2.5,2.9,0.8,0.9,0.247,0.314,0.396,0.710,0.277,17901
198,Gavin Sheets,SD,L,OF,1B/OF,114,417,376,45.3,12.3,48.2,2.1,89.5,55.6,20.8,0.8,148.7,86.0,34.2,3.3,3.0,1.0,0.7,0.238,0.305,0.396,0.701,0.275,657757
199,Ryan McMahon,NYY,L,3B,3B,121,415,362,48.3,13.4,44.8,3.0,74.6,44.3,16.3,0.6,132.3,135.0,46.7,2.5,3.0,1.0,1.2,0.206,0.298,0.365,0.663,0.283,15112
200,Lars Nootbaar,STL,L,OF,OF,100,414,354,52.6,11.7,40.8,6.0,85.7,54.7,18.2,1.1,141.1,83.6,51.1,2.9,2.6,1.9,1.8,0.242,0.337,0.398,0.735,0.283,663457
201,Harrison Bader,SF,R,OF,OF,114,413,376,42.8,10.3,41.3,11.4,90.8,65.0,14.4,1.1,138.3,97.6,26.3,6.2,3.0,1.4,3.5,0.242,0.299,0.368,0.667,0.298,664056
202,Gabriel Arias,CLE,R,2B/SS,2B/SS/ 3B,113,413,379,40.8,10.3,41.3,8.7,85.2,52.8,20.3,1.7,139.9,128.3,25.9,4.3,2.9,1.3,2.8,0.225,0.279,0.369,0.648,0.307,672356
203,Alek Thomas,ARI,L,OF,OF,120,411,380,44.4,9.6,42.8,8.1,91.6,62.9,16.6,2.5,142.2,96.8,23.0,3.7,3.1,1.7,2.4,0.241,0.288,0.375,0.662,0.297,677950
204,Gabriel Moreno,ARI,R,C,C,108,410,364,46.5,9.7,46.2,4.0,100.0,72.6,16.3,1.4,148.2,70.2,39.5,3.2,2.8,0.6,1.4,0.275,0.348,0.407,0.755,0.314,672515
205,Patrick Bailey,SF,S,C,C,120,408,368,40.8,7.6,36.4,2.5,80.9,56.6,15.0,1.8,122.3,106.0,32.0,2.7,3.1,1.7,0.6,0.220,0.284,0.333,0.617,0.285,672275
206,Wenceel Perez,DET,S,OF,OF,109,407,367,42.6,9.9,42.5,8.9,86.3,58.1,14.6,3.8,138.0,89.7,33.4,3.4,2.8,0.9,2.8,0.235,0.303,0.376,0.679,0.283,672761
207,Mike Yastrzemski,ATL,L,OF,OF,113,403,352,47.2,13.5,46.2,4.4,79.5,47.8,16.4,1.7,140.0,95.2,43.5,3.6,2.7,1.2,1.3,0.226,0.314,0.398,0.712,0.269,573262
208,Isaac Paredes,HOU,R,3B,3B,104,403,345,52.5,16.7,51.5,1.2,83.7,50.4,15.7,0.9,151.4,67.4,46.6,8.5,2.8,1.0,0.4,0.243,0.345,0.439,0.784,0.254,670623
209,Sal Stewart,CIN,R,1B,1B/3B,109,403,362,48.4,14.1,51.7,6.1,97.3,57.6,25.2,0.5,165.7,76.2,34.3,3.5,3.2,0.7,2.0,0.269,0.336,0.458,0.794,0.303,701398
210,Giancarlo Stanton,NYY,R,OF,OF,104,400,357,51.0,23.1,62.2,0.8,80.2,42.7,14.0,0.4,164.1,123.7,37.0,2.5,3.1,0.6,0.3,0.225,0.299,0.460,0.759,0.268,4949
211,Spencer Horwitz,PIT,L,1B,1B,104,400,344,49.4,9.1,39.6,2.2,89.0,57.4,21.9,0.6,139.3,72.7,47.7,4.4,2.5,1.7,0.7,0.259,0.352,0.405,0.758,0.302,687462
212,Bo Naylor,CLE,L,C,C,115,399,349,45.5,14.5,45.5,4.2,75.5,40.8,19.2,1.0,140.4,97.7,42.0,2.4,3.1,1.7,1.3,0.216,0.301,0.402,0.703,0.254,666310
213,Max Muncy,LAD,L,3B,3B,107,398,330,51.9,17.6,51.9,2.6,72.3,39.4,14.1,1.1,141.5,98.2,58.9,5.2,2.7,0.9,0.8,0.219,0.342,0.429,0.771,0.252,13301
214,Brandon Marsh,PHI,L,OF,OF,113,398,353,45.3,10.0,42.4,8.4,87.3,58.5,16.9,1.8,137.9,112.6,39.5,2.4,3.1,1.0,2.3,0.247,0.325,0.391,0.715,0.331,669016
215,Carlos Santana,ARI,S,1B,1B,106,395,348,41.4,10.5,41.4,3.5,80.1,56.1,12.9,0.6,125.5,75.5,40.4,2.7,2.8,1.0,1.0,0.230,0.312,0.360,0.672,0.263,2396
216,Owen Caissie,MIA,L,OF,OF,114,390,345,43.4,12.0,41.4,5.2,80.7,52.5,14.8,1.3,134.3,117.9,37.9,3.1,2.9,1.8,1.4,0.234,0.312,0.390,0.701,0.315,683357
217,Brett Baty,NYM,L,2B/3B,2B/3B,108,387,350,44.9,13.5,47.0,4.2,84.7,54.5,15.5,1.2,143.2,94.4,32.6,2.7,2.7,1.0,1.3,0.242,0.310,0.410,0.719,0.291,683146
218,Justin Crawford,PHI,L,OF,OF,116,383,347,43.5,5.4,36.6,19.1,90.9,68.3,15.3,1.9,126.3,79.5,29.2,2.3,2.9,1.7,4.5,0.262,0.320,0.364,0.683,0.323,702222
219,Trevor Larnach,MIN,L,OF,OF,100,382,339,45.1,11.9,43.5,3.8,82.3,52.4,17.1,0.9,136.9,91.6,39.0,3.1,2.6,0.9,1.3,0.243,0.325,0.404,0.730,0.296,663616
220,Luis Rengifo,MIL,S,2B/3B,2B/SS/ 3B,105,377,345,39.7,8.9,38.3,10.2,85.4,61.3,13.0,2.2,129.6,69.6,24.6,3.8,2.7,1.3,3.6,0.248,0.302,0.375,0.678,0.284,650859
221,Austin Wells,NYY,L,C,C,112,375,335,46.8,14.7,46.6,4.4,74.8,41.7,17.7,0.8,138.1,92.7,31.5,4.1,2.8,1.5,1.1,0.223,0.295,0.412,0.707,0.261,669224
222,Jordan Westburg,BAL,R,3B,2B/3B,89,373,339,49.0,14.4,46.7,3.6,87.1,54.9,16.0,1.8,149.8,81.6,24.1,4.9,2.6,1.1,1.2,0.257,0.311,0.442,0.753,0.296,676059
223,Tyler Stephenson,CIN,R,C,C,103,371,329,40.8,11.1,40.3,1.3,76.0,45.5,18.9,0.5,129.3,102.9,35.4,3.9,2.5,0.8,0.4,0.231,0.311,0.393,0.704,0.299,663886
224,Spencer Steer,CIN,R,1B,1B/OF,101,371,326,42.1,12.0,43.8,6.4,76.8,43.7,19.7,1.3,135.3,78.1,37.3,4.5,2.6,0.7,1.9,0.235,0.320,0.415,0.735,0.271,668715
225,Isaac Collins,KC,S,OF,OF,108,371,316,43.4,7.2,36.4,12.0,76.2,50.5,16.3,2.1,118.5,79.4,46.0,4.5,2.8,1.5,3.8,0.241,0.341,0.374,0.716,0.296,686555
226,Freddy Fermin,SD,R,C,C,111,369,336,41.4,8.4,38.0,3.1,82.0,57.6,15.4,0.5,123.7,72.4,25.7,2.9,2.8,1.5,0.8,0.244,0.300,0.368,0.668,0.285,666023
227,Francisco Alvarez,NYM,R,C,C,102,367,326,46.5,17.3,49.6,1.3,77.0,46.3,12.4,1.0,143.3,89.3,34.3,4.5,2.6,1.2,0.4,0.236,0.315,0.440,0.755,0.269,682626
228,Lane Thomas,KC,R,OF,OF,102,366,328,41.3,10.8,40.1,13.0,76.9,48.7,16.2,1.2,127.8,93.0,29.7,4.4,2.6,1.1,4.5,0.234,0.303,0.390,0.693,0.291,657041
229,George Valera,CLE,L,DH,OF,101,365,321,42.0,13.1,40.4,2.4,71.3,41.4,15.8,1.0,128.5,101.4,37.1,2.6,2.5,1.3,0.8,0.222,0.304,0.400,0.704,0.278,671655
230,Dylan Beavers,BAL,L,OF,OF,108,362,310,44.4,9.9,39.6,9.2,73.8,46.6,15.8,1.5,122.3,84.4,43.8,2.5,2.8,0.7,3.0,0.238,0.332,0.394,0.726,0.292,687637
231,Edgar Quero,CHW,S,C,C,101,362,321,38.2,8.2,37.5,1.9,81.3,56.7,16.0,0.4,122.7,66.1,32.6,4.0,2.7,1.4,0.5,0.253,0.325,0.382,0.708,0.293,700337
232,Jake McCarthy,COL,L,OF,OF,101,360,325,41.1,6.8,36.9,13.0,87.1,63.0,12.8,4.4,129.3,60.5,25.1,5.8,2.7,1.4,3.3,0.268,0.328,0.398,0.726,0.309,664983
233,Carlos Narvaez,BOS,R,C,C,101,360,316,38.8,10.0,37.4,3.2,71.7,47.1,14.1,0.5,116.9,94.5,35.4,3.8,2.7,1.5,0.8,0.227,0.308,0.369,0.677,0.288,665966
234,Mauricio Dubon,ATL,R,2B/SS/ 3B/OF,2B/SS/ 3B/OF,107,357,333,38.9,5.7,35.7,3.6,86.1,63.7,16.1,0.6,120.5,45.1,17.7,2.2,2.7,1.5,1.0,0.259,0.297,0.362,0.659,0.283,643289
235,Dillon Dingler,DET,R,C,C,105,357,325,39.7,10.2,38.6,1.1,77.7,50.2,15.9,1.3,126.8,86.7,24.1,5.0,2.7,1.5,0.4,0.240,0.299,0.391,0.690,0.293,693307
236,Bryce Eldridge,SF,L,DH,1B,102,357,318,38.5,12.6,40.2,1.5,71.7,44.2,14.2,0.6,124.9,105.8,31.4,2.9,2.8,1.6,0.5,0.225,0.297,0.392,0.689,0.292,805811
237,Nathan Lukes,TOR,L,OF,OF,99,356,320,42.7,6.7,36.6,3.6,85.2,57.7,19.3,1.6,127.9,56.9,29.3,2.5,2.5,1.4,1.1,0.266,0.328,0.399,0.727,0.303,18123
238,Dominic Canzone,SEA,L,OF,OF,98,355,322,39.9,13.1,43.8,3.3,77.2,45.2,18.4,0.4,135.7,83.1,27.6,2.5,2.4,0.9,1.0,0.239,0.301,0.421,0.722,0.280,686527
239,Kyle Isbel,KC,L,OF,OF,107,346,317,39.5,6.5,35.3,7.1,77.7,53.5,14.7,2.9,117.7,68.3,22.1,3.1,2.6,1.5,2.0,0.245,0.297,0.372,0.669,0.291,664728
240,Edouard Julien,COL,L,1B/2B,1B/2B,101,344,292,41.1,8.7,33.7,4.5,69.3,48.1,11.5,1.0,108.7,99.3,44.9,3.1,2.5,1.5,1.1,0.238,0.341,0.373,0.714,0.325,666397
241,Christian Moore,LAA,R,2B,2B,106,343,305,38.1,9.4,34.9,6.5,68.8,45.6,11.8,2.0,112.8,102.7,30.5,2.7,2.6,1.5,1.6,0.225,0.297,0.370,0.667,0.304,695681
242,Jesus Sanchez,TOR,L,OF,OF,99,342,307,40.3,11.2,40.8,7.5,74.3,44.4,17.2,1.4,128.0,82.5,28.9,2.4,2.3,0.8,2.2,0.242,0.309,0.417,0.725,0.292,660821
243,Taylor Walls,TB,S,SS,SS,101,342,302,32.5,5.3,28.0,15.1,62.5,42.3,13.3,1.7,94.8,83.5,35.4,1.6,2.5,1.2,4.2,0.207,0.291,0.314,0.605,0.265,670764
244,Victor Robles,SEA,R,OF,OF,96,341,307,33.7,4.9,30.2,16.5,73.4,50.2,17.0,1.3,107.6,74.4,23.4,7.3,2.6,1.5,4.7,0.239,0.304,0.350,0.654,0.297,645302
245,Joey Loperfido,HOU,L,OF,OF,101,341,310,36.4,8.6,35.0,5.7,70.7,48.4,12.2,1.5,111.8,97.4,23.3,4.8,2.3,0.9,1.8,0.228,0.290,0.361,0.651,0.301,694388
